3471518385	1012	VeryHigh	True	Abandon/disconnect	
3471513940	138	VeryHigh	True	Abandon/disconnect	
3471513621	1430	VeryHigh	True	Abandon/disconnect	
3471509185	1185	VeryHigh	True	Abandon/disconnect	
3471506237	1992	VeryHigh	False		
3471506000	1825	VeryHigh	False		
3471505150	1268	VeryHigh	False		
3471504210	682	VeryHigh	True	Abandon/disconnect	
3471504183	1910	VeryHigh	False		
3471502460	1845	VeryHigh	False		
3471525472	501	High	True	Abandon/disconnect	
3471514658	1135	High	True	Abandon/disconnect	
3471512146	1560	High	False		
3471510224	1354	High	True	Abandon/disconnect	
3471509667	1583	High	False		
3471507352	1769	High	False		
3471504309	2004	High	False		
3471529629	0	Normal	True	Abandon/disconnect	
3471528686	14	Normal	True	Abandon/disconnect	
3471519916	604	Normal	True	Abandon/disconnect	
3471519840	839	Normal	True	Abandon/disconnect	
3471519783	606	Normal	True	Abandon/disconnect	
3471518429	752	Normal	True	Abandon/disconnect	
3471517961	186	Normal	True	Abandon/disconnect	
3471517222	934	Normal	True	Abandon/disconnect	
3471517039	1299	Normal	True	Abandon/disconnect	
3471516420	1382	Normal	True	Abandon/disconnect	
3471516214	590	Normal	True	Abandon/disconnect	
3471515584	1261	Normal	False		
3471514685	1489	Normal	False		
3471513795	1521	Normal	False		
3471513681	1412	Normal	False		
3471513639	498	Normal	True	Abandon/disconnect	
3471513505	605	Normal	True	Abandon/disconnect	
3471513232	1438	Normal	False		
3471513058	757	Normal	True	Abandon/disconnect	
3471512010	1507	Normal	False		
3471511644	1470	Normal	True	Abandon/disconnect	
3471506635	1418	VeryHigh	False		
3471504979	1571	VeryHigh	True	Abandon/disconnect	
3471502327	2162	VeryHigh	False		
3471501325	1603	VeryHigh	False		
3471500820	1922	VeryHigh	False		
3471500004	1386	VeryHigh	True	Abandon/disconnect	
3471499473	9	VeryHigh	True	Abandon/disconnect	
3471508935	1331	High	False		
3471508668	1686	High	False		
3471505321	1881	High	False		
3471504168	881	High	True	Abandon/disconnect	
3471502010	2240	High	False		
3471501248	2161	High	False		
3471499373	1845	High	True	Abandon/disconnect	
3471499351	2257	High	False		
3471499029	2123	High	False		
3471498642	2222	High	True	Abandon/disconnect	
3471498581	1590	High	False		
3471498276	14	High	True	Abandon/disconnect	
3471526233	109	Normal	True	Abandon/disconnect	
3471525562	512	Normal	True	Abandon/disconnect	
3471517727	1074	Normal	True	Abandon/disconnect	
3471517055	119	Normal	True	Abandon/disconnect	
3471516940	1072	Normal	True	Abandon/disconnect	
3471515943	538	Normal	True	Abandon/disconnect	
3471515695	1147	Normal	True	Abandon/disconnect	
3471515221	882	Normal	True	Abandon/disconnect	
3471514758	566	Normal	True	Abandon/disconnect	
3471514208	493	Normal	True	Abandon/disconnect	
3471513459	490	Normal	True	Abandon/disconnect	
3471513331	18	Normal	True	Abandon/disconnect	
3471512069	1455	Normal	True	Abandon/disconnect	
3471512008	1232	Normal	False		
3471511820	1077	Normal	True	Abandon/disconnect	
3471521025	645	VeryHigh	True	Abandon/disconnect	
3471514254	1328	VeryHigh	True	Abandon/disconnect	
3471498343	1977	VeryHigh	False		
3471497806	2413	VeryHigh	False		
3471497546	2002	VeryHigh	False		
3471495970	2477	VeryHigh	False		
3471495180	2210	VeryHigh	False		
3471495166	2656	VeryHigh	True	Abandon/disconnect	
3471494732	2001	VeryHigh	False		
3471493070	1973	VeryHigh	False		
3471490834	2586	VeryHigh	False		
3471490666	192	VeryHigh	True	Abandon/disconnect	
3471508928	1939	High	False		
3471496949	2243	High	False		
3471496095	2692	High	True	Abandon/disconnect	
3471494540	2513	High	False		
3471492115	2275	High	True	Abandon/disconnect	
3471491703	1699	High	False		
3471489314	2886	High	False		
3471520497	198	Normal	True	Abandon/disconnect	
3471516135	1453	Normal	True	Abandon/disconnect	
3471514097	370	Normal	True	Abandon/disconnect	
3471511021	1439	Normal	True	Abandon/disconnect	
3471511020	1059	Normal	True	Abandon/disconnect	
3471510274	1580	Normal	False		
3471509524	1433	Normal	True	Abandon/disconnect	
3471509080	1720	Normal	True	Abandon/disconnect	
3471508808	1822	Normal	False		
3471507862	1732	Normal	False		
3471507258	1804	Normal	True	Abandon/disconnect	
3471506870	1806	Normal	True	Abandon/disconnect	
3471506491	1936	Normal	True	Abandon/disconnect	
3471506443	1985	Normal	True	Abandon/disconnect	
3471505943	1612	Normal	True	Abandon/disconnect	
3471505674	1995	Normal	False		
3471505609	2076	Normal	True	Abandon/disconnect	
3471505168	228	Normal	True	Abandon/disconnect	
3471521116	1018	VeryHigh	True	Abandon/disconnect	
3471513815	946	VeryHigh	True	Abandon/disconnect	
3471513421	1488	VeryHigh	True	Abandon/disconnect	
3471512445	1540	VeryHigh	False		
3471512311	1392	VeryHigh	True	Abandon/disconnect	
3471509897	1730	VeryHigh	False		
3471507330	1937	VeryHigh	True	Abandon/disconnect	
3471507024	1636	VeryHigh	False		
3471506569	904	VeryHigh	True	Abandon/disconnect	
3471505664	539	VeryHigh	True	Abandon/disconnect	
3471529314	418	High	True	Abandon/disconnect	
3471510741	1552	High	True	Abandon/disconnect	
3471510187	1702	High	True	Abandon/disconnect	
3471510165	1341	High	True	Abandon/disconnect	
3471508155	2072	High	False		
3471503979	2128	High	False		
3471503964	2175	High	False		
3471503888	1689	High	True	Abandon/disconnect	
3471502737	2223	High	False		
3471502676	1801	High	False		
3471528239	359	Normal	True	Abandon/disconnect	
3471527067	83	Normal	True	Abandon/disconnect	
3471525089	650	Normal	True	Abandon/disconnect	
3471524910	678	Normal	True	Abandon/disconnect	
3471521109	563	Normal	True	Abandon/disconnect	
3471520961	904	Normal	True	Abandon/disconnect	
3471519713	1146	Normal	True	Abandon/disconnect	
3471518571	922	Normal	True	Abandon/disconnect	
3471518516	1286	Normal	True	Abandon/disconnect	
3471518048	1119	Normal	True	Abandon/disconnect	
3471517183	1266	Normal	True	Abandon/disconnect	
3471516075	304	Normal	True	Abandon/disconnect	
3471515955	640	Normal	True	Abandon/disconnect	
3471515678	1226	Normal	True	Abandon/disconnect	
3471514497	1063	Normal	True	Abandon/disconnect	
3471526764	521	VeryHigh	True	Abandon/disconnect	
3471524068	863	VeryHigh	True	Abandon/disconnect	
3471518538	930	VeryHigh	True	Abandon/disconnect	
3471514531	1411	VeryHigh	False		
3471512042	1687	VeryHigh	False		
3471511726	1464	VeryHigh	True	Abandon/disconnect	
3471511558	1779	VeryHigh	True	Abandon/disconnect	
3471510596	1791	VeryHigh	False		
3471507217	1686	VeryHigh	False		
3471505953	2025	VeryHigh	False		
3471516240	1184	High	True	Abandon/disconnect	
3471503137	2237	High	False		
3471499432	2126	High	False		
3471499080	1627	High	False		
3471527625	559	Normal	True	Abandon/disconnect	
3471524102	654	Normal	True	Abandon/disconnect	
3471522646	946	Normal	True	Abandon/disconnect	
3471522134	1049	Normal	True	Abandon/disconnect	
3471521944	1161	Normal	True	Abandon/disconnect	
3471517448	1428	Normal	False		
3471516725	807	Normal	True	Abandon/disconnect	
3471514813	1489	Normal	True	Abandon/disconnect	
3471513951	1046	Normal	True	Abandon/disconnect	
3471513647	1592	Normal	True	Abandon/disconnect	
3471513580	1651	Normal	False		
3471513028	1269	Normal	True	Abandon/disconnect	
3471512744	1158	Normal	True	Abandon/disconnect	
3471512729	1595	Normal	False		
3471512671	1720	Normal	True	Abandon/disconnect	
3471512300	1613	Normal	True	Abandon/disconnect	
3471512043	1441	Normal	True	Abandon/disconnect	
3471511791	1777	Normal	True	Abandon/disconnect	
3471516529	295	VeryHigh	True	Shorter than min duration (600 seconds)	
3471515566	887	VeryHigh	True	Abandon/disconnect	
3471509907	1032	VeryHigh	False		
3471508807	1918	VeryHigh	False		
3471506597	2197	VeryHigh	False		
3471503980	1859	VeryHigh	False		
3471502831	2035	VeryHigh	False		
3471502353	1972	VeryHigh	True	Abandon/disconnect	
3471501745	1760	VeryHigh	False		
3471515004	1487	High	False		
3471512759	1659	High	True	Abandon/disconnect	
3471510812	1605	High	False		
3471506355	1119	High	True	Abandon/disconnect	
3471504705	1365	High	False		
3471504094	1748	High	True	Abandon/disconnect	
3471500588	2643	High	False		
3471499416	913	High	True	Abandon/disconnect	
3471498278	1264	High	True	Abandon/disconnect	
3471497584	2763	High	False		
3471496643	1791	High	False		
3471524619	658	Normal	True	Abandon/disconnect	
3471524073	299	Normal	True	Abandon/disconnect	
3471521302	592	Normal	True	Abandon/disconnect	
3471519430	1154	Normal	True	Abandon/disconnect	
3471517284	1458	Normal	True	Abandon/disconnect	
3471515986	1210	Normal	True	Abandon/disconnect	
3471515977	1060	Normal	True	Abandon/disconnect	
3471515838	1579	Normal	False		
3471515730	1241	Normal	True	Abandon/disconnect	
3471515416	352	Normal	True	Abandon/disconnect	
3471526474	733	VeryHigh	False		
3471512335	1617	VeryHigh	False		
3471511894	1721	VeryHigh	False		
3471516756	1071	High	True	Abandon/disconnect	
3471513349	1769	High	False		
3471510964	1060	High	True	Abandon/disconnect	
3471510579	1143	High	True	Abandon/disconnect	
3471508007	1912	High	False		
3471507921	1578	High	False		
3471520703	1090	Normal	True	Abandon/disconnect	
3471519220	810	Normal	True	Abandon/disconnect	
3471518486	437	Normal	True	Abandon/disconnect	
3471518319	1433	Normal	False		
3471516280	1339	Normal	False		
3471515184	1191	Normal	True	Abandon/disconnect	
3471515089	982	Normal	True	Abandon/disconnect	
3471514798	638	Normal	True	Abandon/disconnect	
3471513185	1590	Normal	True	Abandon/disconnect	
3471512905	1270	Normal	True	Abandon/disconnect	
3471512760	1799	Normal	True	Abandon/disconnect	
